Contig name,Number of restriction sites ,Contig length,Contig coverage,Hi-C contacts mapped to the same contigs,True identity
k141_11811,15,30542,59.085,6913,paradoxus
k141_13653,5,12498,73.6865,1237,uvarum
k141_340,31,39295,103.691,19288,kluyveri
k141_2909,47,122186,94.7398,31384,castellii
k141_13656,5,4510,70.2851,673,paradoxus
k141_13657,1,1162,803.771,1426,mikatae
k141_13658,0,1920,454.69,1849,mikatae
k141_13663,1,4948,828.55,44130,wickerhamii
k141_12689,0,3049,775.986,46009,waltii
k141_10040,44,84060,101.01,20269,castellii
k141_6448,15,25569,58.3115,4063,paradoxus
k141_2919,1,3780,11392.3,54786,cerevisiae
k141_8307,2,7566,309.12,8404,cerevisiae
k141_12694,0,1889,56.7769,605,mikatae
k141_6452,2,1242,12.0046,36,kudriavzevii
k141_10041,4,7414,119.775,3484,kluyveri
k141_12695,6,5696,314.906,4071,cerevisiae
k141_2033,312,554731,88.0483,125606,stipitis
k141_6457,9,12887,81.3912,2380,uvarum
k141_6458,1,1284,9.78131,24,kudriavzevii
k141_2034,4,2557,119.987,1149,kluyveri
k141_345,9,19450,124.55,5990,kluyveri
k141_13665,9,21552,98.0526,6457,kluyveri
k141_4876,75,112811,47.6731,2664,gossypii
k141_13667,3,1404,12.8445,14,kudriavzevii
k141_13668,1,2575,119.46,1384,kluyveri
k141_346,10,16598,126.499,7042,kluyveri
k141_13669,3,1109,98.5193,300,paradoxus
k141_4877,1,4753,71.7119,793,paradoxus
k141_13670,0,1071,13.0358,9,kudriavzevii
k141_13671,0,1458,40.7668,314,paradoxus
k141_349,0,2196,111.85,528,kluyveri
k141_13678,0,1770,955.451,8328,cerevisiae
k141_3904,103,226294,50.2718,4425,gossypii
k141_12697,9,17375,83.9864,4626,mikatae
k141_2035,2,7061,109.575,2407,kluyveri
k141_12702,1,3990,63.601,403,paradoxus
k141_10850,79,143422,48.0172,2855,gossypii
k141_10851,1,1911,67.8967,396,lactis
k141_10852,1,1013,12.5064,15,kudriavzevii
k141_10854,4,6305,56.5349,1366,paradoxus
k141_10044,19,36849,289.382,30405,cerevisiae
k141_10048,0,3812,72.4178,416,uvarum
k141_3905,1,2226,50.8969,370,paradoxus
k141_13682,0,1205,258.675,335,cerevisiae
k141_10859,0,1183,130.873,700,kluyveri
k141_10865,4,10965,62.3162,1457,paradoxus
k141_10867,0,1492,113.321,195,paradoxus
k141_351,8,24664,59.514,3912,paradoxus
k141_6462,23,36397,77.0636,8021,mikatae
k141_4880,28,43744,277.385,29326,cerevisiae
k141_1207,80,154667,49.1183,3420,gossypii
k141_1210,3,1216,11.3199,44,kudriavzevii
k141_11813,74,108929,50.493,2219,gossypii
k141_12703,12,30871,298.091,23547,cerevisiae
k141_5696,135,216795,77.3184,34566,uvarum
k141_10868,8,8105,54.1398,1147,paradoxus
k141_5697,0,2827,889.225,15432,cerevisiae
k141_11817,1,3338,51.958,403,paradoxus
k141_12704,4,8047,77.5759,3376,mikatae
k141_6469,7,11236,101.824,2323,stipitis
k141_6470,0,1336,14.8592,10,Unmapped
k141_6473,0,1747,66.2041,121,paradoxus
k141_2036,33,43898,79.1637,16444,lactis
k141_2920,44,84983,124.726,33756,castellii
k141_13684,24,50922,97.1665,11069,castellii
k141_2923,2,5576,107.102,2492,kluyveri
k141_13685,6,8117,61.4363,2164,paradoxus
k141_10049,36,47619,56.9478,8351,paradoxus
k141_1220,7,10925,84.8742,3513,mikatae
k141_13687,0,2617,183.24,1225,cerevisiae
k141_10869,21,29018,90.8378,8327,waltii
k141_10051,2,1008,11.9953,4,kudriavzevii
k141_2933,1,1051,309.213,138,stipitis
k141_4882,32,42882,97.3019,13733,castellii
k141_11821,8,10887,111.388,5124,kluyveri
k141_11823,1,3768,68.3825,398,stipitis
k141_4883,9,16637,68.5251,2905,paradoxus
k141_11824,0,1262,10.2473,16,kudriavzevii
k141_8309,106,140524,100.153,63890,kluyveri
k141_6475,13,25829,80.5645,4262,paradoxus
k141_8311,3,5980,64.84,945,paradoxus
k141_6476,4,6852,65.9576,1616,paradoxus
k141_10870,12,17216,59.9818,2841,paradoxus
k141_10053,25,35292,96.016,9531,castellii
k141_10054,1,1603,11.8892,20,kudriavzevii
k141_8315,7,17649,112.451,6991,kluyveri
k141_6477,1,1828,54.2044,380,paradoxus
k141_4890,0,1738,117.1,343,castellii
k141_353,53,75650,73.6295,23136,lactis
k141_354,1,1028,21.8508,37,kudriavzevii
k141_11828,6,10833,128.498,1820,stipitis
k141_4892,10,7492,324.588,10642,cerevisiae
k141_9228,75,163696,48.9411,3247,gossypii
k141_11830,0,2303,44.9136,27,gossypii
k141_4893,0,3307,1153.94,6849,lactis
k141_5698,33,59589,79.8898,11615,waltii
k141_10063,1,6398,78.5722,810,uvarum
k141_9233,0,1024,12.1076,9,kudriavzevii
k141_9234,3,3754,71.0935,695,paradoxus
k141_9237,1,1970,126.357,1126,kluyveri
k141_1225,34,58151,89.9738,16159,mikatae
k141_8320,26,44726,78.7125,8495,mikatae
k141_9242,2,2697,51.5607,343,paradoxus
k141_1226,1,1741,74.951,162,paradoxus
k141_8323,1,1048,9.87528,6,kudriavzevii
k141_5699,7,16122,83.4145,3512,mikatae
k141_10064,15,16178,71.9943,4541,mikatae
k141_5700,0,2535,54.1082,296,paradoxus
k141_9246,6,5992,50.5159,717,paradoxus
k141_8324,6,6127,110.768,3151,kluyveri
k141_5702,1,1763,11.7167,54,kudriavzevii
k141_11831,4,10609,261.923,10382,cerevisiae
k141_9249,0,1143,54.5408,85,paradoxus
k141_8326,2,1430,252.082,2351,cerevisiae
k141_9250,0,1017,442.457,1014,Unmapped
k141_4895,15,22087,56.6762,3669,paradoxus
k141_9251,0,1143,65.6314,3345,pastoris
k141_3906,78,106914,74.8552,22974,wickerhamii
k141_2941,60,62752,77.0232,18390,waltii
k141_2943,0,1487,707.418,532,paradoxus
k141_4897,4,9243,53.8849,1316,paradoxus
k141_2945,5,6590,80.6443,1181,uvarum
k141_3909,7,9479,58.6483,1360,paradoxus
k141_8329,6,10025,61.4979,1686,paradoxus
k141_12706,61,86266,92.3037,18165,stipitis
k141_10065,13,13593,91.4539,2781,stipitis
k141_8330,7,9758,100.784,2319,cerevisiae
k141_13688,49,77476,82.0725,14541,uvarum
k141_8332,0,1474,9.54003,14,kudriavzevii
k141_1228,10,21268,86.275,4113,mikatae
k141_10871,40,59354,82.3229,9429,uvarum
k141_1229,4,1367,10.2531,102,kudriavzevii
k141_3911,7,14399,70.2148,3450,mikatae
k141_3912,1,1194,11.8697,52,kudriavzevii
k141_5704,11,22994,306.229,17348,cerevisiae
k141_8334,5,13288,76.7824,2922,lactis
k141_5708,1,4040,53.2018,6648,pastoris
k141_2951,2,2201,11.6694,53,kudriavzevii
k141_11834,18,28983,292.887,31212,cerevisiae
k141_4898,19,18284,77.3291,6319,lactis
k141_2039,38,83048,90.9419,22246,castellii
k141_4899,1,2059,56.418,252,paradoxus
k141_12712,15,21087,81.3711,3561,uvarum
k141_13690,6,9468,271.408,6432,cerevisiae
k141_2964,6,4572,203.495,2823,waltii
k141_12716,2,1996,13.007,47,kudriavzevii
k141_12718,0,1947,11.7251,19,kudriavzevii
k141_1230,0,18739,1845.9,314989,waltii
k141_13691,10,12562,56.2228,2381,paradoxus
k141_10067,19,33297,80.2889,5628,uvarum
k141_10068,0,1583,36.5687,1496,pastoris
k141_8339,2,3139,125.138,796,kluyveri
k141_10069,2,1073,13.0585,10,kudriavzevii
k141_10872,5,17916,50.7826,2426,paradoxus
k141_4902,0,3302,497.284,8111,wickerhamii
k141_10873,1,1077,181.504,539,cerevisiae
k141_11836,8,11140,59.571,1589,paradoxus
k141_11838,0,1730,125.707,98,cerevisiae
k141_5715,3,6187,58.9614,919,paradoxus
k141_11840,0,1993,258.623,232,cerevisiae
k141_11841,0,1315,222.732,623,paradoxus
k141_8342,0,8222,134.036,1369,paradoxus
k141_8344,1,3580,289.806,2510,cerevisiae
k141_11844,8,13935,104.659,2470,uvarum
k141_12719,6,13560,116.759,5056,kluyveri
k141_12721,2,2801,108.807,1196,kluyveri
k141_12724,0,1301,119.57,120,paradoxus
k141_2041,14,27438,72.1498,5809,mikatae
k141_355,53,88574,82.282,13135,uvarum
k141_1231,6,22466,51.7648,3985,paradoxus
k141_1235,0,1298,8.38066,8,kudriavzevii
k141_1242,2,1107,12.1379,87,mikatae
k141_10874,28,33485,99.6349,13652,kluyveri
k141_10876,0,4476,60.4431,675,paradoxus
k141_5716,13,21014,83.6617,2192,uvarum
k141_8346,10,14945,87.7494,4558,waltii
k141_13692,19,31356,84.1922,7914,mikatae
k141_2968,24,38942,71.6356,6118,wickerhamii
k141_13693,3,4730,75.2594,672,mikatae
k141_11845,10,18064,51.1081,2307,paradoxus
k141_361,12,18239,75.9642,3817,uvarum
k141_11848,3,6836,54.9892,789,paradoxus
k141_4906,26,48318,80.1939,10646,uvarum
k141_6481,64,127640,50.8871,2384,gossypii
k141_2046,11,23488,80.6013,5563,mikatae
k141_1243,12,21982,107.114,7369,mikatae
k141_2049,7,10174,80.359,2135,uvarum
k141_2051,2,1263,13.8742,77,kudriavzevii
k141_12725,24,41241,74.0904,12086,lactis
k141_2052,1,1123,9.5889,28,kudriavzevii
k141_10878,12,26386,92.8256,4787,stipitis
k141_10880,1,1175,10.0127,35,kudriavzevii
k141_4917,4,2136,14.5524,138,kudriavzevii
k141_362,19,22060,271.511,23082,cerevisiae
k141_11850,15,20040,328.313,16514,cerevisiae
k141_363,1,2767,258.488,1613,kluyveri
k141_11852,7,4593,63.6334,1139,paradoxus
k141_8347,26,49186,80.1162,10865,mikatae
k141_2055,6,11064,79.3009,2626,lactis
k141_7411,185,299896,86.109,76099,stipitis
k141_1248,10,18523,53.2506,2923,paradoxus
k141_1249,1,2499,57.8404,776,paradoxus
k141_9254,50,110608,90.1723,25249,castellii
k141_1251,1,1049,77.2236,570,paradoxus
k141_9258,1,1389,9.99677,22,kudriavzevii
k141_9260,3,3478,240.601,3496,cerevisiae
k141_8348,1,4222,1462.91,9052,waltii
k141_11853,3,11260,201.741,3777,wickerhamii
k141_8351,1,2555,149.738,267,mikatae
k141_11856,4,2323,274.821,3979,cerevisiae
k141_8354,9,11838,81.809,2895,stipitis
k141_10070,51,88487,69.8716,17912,wickerhamii
k141_10072,0,1007,85.4679,61,castellii
k141_7413,22,27716,103.987,10669,kluyveri
k141_1257,15,29916,87.205,10164,castellii
k141_7415,4,11153,60.6967,1693,paradoxus
k141_364,33,44842,81.1822,10471,stipitis
k141_1264,1,2018,12.3003,49,kudriavzevii
k141_2057,29,46285,82.8455,7699,uvarum
k141_3917,62,128239,47.3802,2844,gossypii
k141_365,5,6897,51.746,1231,paradoxus
k141_8357,9,11585,45.174,2085,paradoxus
k141_8358,1,1386,9.17314,42,kudriavzevii
k141_7417,2,5301,97.4589,623,castellii
k141_4921,39,60233,96.6734,18316,castellii
k141_10889,25,50585,81.4589,9998,waltii
k141_10891,2,1722,94.2742,474,waltii
k141_10078,18,18703,117.719,7518,kluyveri
k141_2061,2,1487,10.1631,34,kudriavzevii
k141_3921,1,1166,10.6388,13,kudriavzevii
k141_367,1,2811,2954.3,13047,cerevisiae
k141_3927,5,5019,87.7527,2882,kluyveri
k141_4927,4,7284,84.1148,732,uvarum
k141_9261,34,48039,75.2914,13163,lactis
k141_2062,14,14155,107.432,8635,kluyveri
k141_9266,2,1380,13.5106,65,kudriavzevii
k141_9268,1,1059,11.3674,18,kudriavzevii
k141_9271,0,1236,224.652,481,cerevisiae
k141_5717,72,116209,84.7131,34676,waltii
k141_3928,3,12109,60.3076,1787,paradoxus
k141_2064,5,8283,53.1803,1236,paradoxus
k141_5724,0,2520,214.351,292,stipitis
k141_2070,2,4105,129.129,1188,kluyveri
k141_8364,25,35510,80.2639,5030,uvarum
k141_13694,70,117532,96.0942,36303,castellii
k141_4929,19,34188,272.856,24343,cerevisiae
k141_369,15,24087,288.581,20897,cerevisiae
k141_5726,7,7645,66.0871,1317,paradoxus
k141_3930,9,15818,64.2826,3193,paradoxus
k141_373,3,7616,257.018,5265,cerevisiae
k141_375,1,1532,13.9501,37,kudriavzevii
k141_1265,38,50661,109.381,20616,kluyveri
k141_1266,3,1084,9.96467,38,kudriavzevii
k141_376,4,8324,64.1529,1416,paradoxus
k141_378,1,1498,12.8116,19,kudriavzevii
k141_1268,10,6170,72.4505,2950,wickerhamii
k141_380,0,2754,160.629,548,castellii
k141_381,1,1044,11.8557,10,kudriavzevii
k141_4930,0,1014,53.5394,137,paradoxus
k141_4935,2,4264,77.1334,845,mikatae
k141_4938,0,3751,55.6132,500,paradoxus
k141_13695,14,23006,58.9825,3983,paradoxus
k141_10079,36,51239,89.8271,16060,waltii
k141_13697,0,1111,27.2008,41,kudriavzevii
k141_10080,4,4665,71.1993,850,paradoxus
k141_13698,2,6442,54.5167,1041,paradoxus
k141_8367,20,33882,104.846,17406,kluyveri
k141_4939,7,12642,85.8509,2343,wickerhamii
k141_8368,3,4053,92.2785,568,stipitis
k141_1269,3,4903,57.7259,1034,paradoxus
k141_1270,2,4473,74.8279,2289,mikatae
k141_1272,0,1399,81.4091,78,cerevisiae
k141_6489,74,127786,49.7993,2560,gossypii
k141_13700,1,1654,57.2952,649,paradoxus
k141_13704,1,2363,282.709,2349,cerevisiae
k141_6490,5,7708,79.9987,940,uvarum
k141_13705,1,3699,298.118,1977,paradoxus
k141_10082,7,11017,86.8408,1550,uvarum
k141_10084,2,4814,184.446,929,uvarum
k141_8370,9,10671,56.8987,2332,paradoxus
k141_11858,57,115253,88.9477,30886,castellii
k141_11859,0,1410,12.577,20,kudriavzevii
k141_8371,1,6089,57.6437,1285,paradoxus
k141_4942,14,20651,81.5189,4829,mikatae
k141_10085,7,12376,95.2132,2446,wickerhamii
k141_2970,116,174356,72.007,35585,wickerhamii
k141_2971,3,4997,69.4242,615,uvarum
k141_10086,3,7391,107.509,2413,mikatae
k141_394,16,27840,125.488,12090,kluyveri
k141_7419,59,90767,67.279,17044,wickerhamii
k141_1273,17,30594,87.4226,5177,mikatae
k141_13706,21,25048,54.4942,4178,paradoxus
k141_6496,16,26122,76.6451,4439,mikatae
k141_395,7,14931,66.8162,1489,uvarum
k141_7422,9,11042,72.8081,2584,mikatae
k141_400,0,1170,10.3784,8,kudriavzevii
k141_4947,8,12407,78.2695,2083,uvarum
k141_2071,45,78393,96.6216,27615,kluyveri
k141_4950,4,1695,13.0039,52,kudriavzevii
k141_13710,8,11174,88.5722,2184,mikatae
k141_10090,4,2881,96.4522,258,stipitis
k141_10093,2,2266,13.3294,35,kudriavzevii
k141_9273,47,87227,278.992,68205,cerevisiae
k141_2973,6,15043,93.6837,7262,kluyveri
k141_4952,3,5410,72.7344,1158,paradoxus
k141_2975,4,2171,9.45522,182,kudriavzevii
k141_4953,3,2137,15.6955,98,kudriavzevii
k141_13711,1,1516,93.563,164,castellii
k141_13714,0,1016,900.42,2679,uvarum
k141_401,9,14065,290.71,13485,cerevisiae
k141_5732,55,83434,245.836,60347,cerevisiae
k141_404,0,1257,13.121,9,kudriavzevii
k141_1276,20,31910,95.0698,9246,castellii
k141_405,9,7072,155.541,2425,paradoxus
k141_409,0,2274,359.147,335,stipitis
k141_11866,35,43765,100.733,21455,kluyveri
k141_4955,4,15093,90.9334,2985,mikatae
k141_10097,8,22185,61.5274,3365,paradoxus
k141_4958,0,1168,88.6699,384,uvarum
k141_2978,10,19044,56.0891,2929,paradoxus
k141_4961,1,1512,191.438,1110,kluyveri
k141_10099,6,3664,74.7948,1887,mikatae
k141_8373,29,52978,82.0953,8236,uvarum
k141_8375,1,1976,211.768,775,waltii
k141_10105,2,6017,335.549,6497,cerevisiae
k141_10110,0,1563,5918.19,18814,paradoxus
k141_10112,1,1003,14.4209,7,kudriavzevii
k141_412,3,6813,11.1501,114,kudriavzevii
k141_1281,8,19219,107.471,9256,kluyveri
k141_11880,13,10215,295.227,12306,cerevisiae
k141_13717,19,34556,82.7097,7346,uvarum
k141_6503,31,47439,297.217,37741,cerevisiae
k141_12728,143,216456,93.3893,47119,stipitis
k141_10117,2,4594,66.4534,759,paradoxus
k141_12730,1,1136,8.79006,18,kudriavzevii
k141_13718,3,10011,52.0712,1175,paradoxus
k141_13719,0,1167,108.594,89,uvarum
k141_13720,2,3734,116.896,1051,kluyveri
k141_5733,30,44462,49.9858,934,gossypii
k141_11881,2,3293,53.1899,376,paradoxus
k141_11883,0,1020,12.2678,7,kudriavzevii
k141_9274,40,56251,107.096,23388,kluyveri
k141_11884,6,5349,49.8957,1315,paradoxus
k141_8376,11,21550,148.599,9906,paradoxus
k141_11886,3,2521,67.3408,379,paradoxus
k141_8377,0,3421,283.186,1418,cerevisiae
k141_8383,0,1018,11.0899,8,kudriavzevii
k141_7427,39,72445,84.4572,14133,mikatae
k141_11895,0,5955,332.579,2689,cerevisiae
k141_4970,30,40466,100.071,9994,castellii
k141_11898,0,1415,1537.72,2562,wickerhamii
k141_4973,2,1494,12.2634,24,kudriavzevii
k141_10118,3,16913,59.8113,255,gossypii
k141_1289,12,19643,293.932,15540,cerevisiae
k141_13725,4,3389,173.379,1254,cerevisiae
k141_10119,1,4487,507.155,8230,cerevisiae
k141_13727,0,2065,52.2548,175,paradoxus
k141_5734,11,11031,69.7067,2114,paradoxus
k141_1294,6,6585,56.368,1345,paradoxus
k141_13728,6,9340,61.4356,2159,paradoxus
k141_5735,9,7114,65.7338,1594,paradoxus
k141_413,30,43716,184.245,20523,uvarum
k141_416,1,1267,293.493,451,cerevisiae
k141_13730,5,8207,300.639,6045,cerevisiae
k141_5738,9,9336,61.6303,2255,paradoxus
k141_13731,2,3016,84.515,1372,uvarum
k141_11899,1,2468,1291.95,11003,wickerhamii
k141_8384,5,10385,79.7059,1551,mikatae
k141_10123,7,12896,56.5045,2007,paradoxus
k141_10124,1,2576,498.538,1534,mikatae
k141_8389,6,9398,79.9346,3326,lactis
k141_10125,1,5733,44.4983,262,kudriavzevii
k141_7429,12,24923,102.618,6770,kluyveri
k141_7430,0,1460,141.466,259,paradoxus
k141_4975,10,21120,53.6816,3267,paradoxus
k141_10128,2,2303,250.281,3504,cerevisiae
k141_10134,2,2688,240.602,1208,uvarum
k141_2982,34,66200,286.054,45889,cerevisiae
k141_13732,6,10451,56.0864,1677,paradoxus
k141_419,13,18152,101.381,6956,kluyveri
k141_420,2,1314,9.54983,24,kudriavzevii
k141_13733,2,3993,298.793,2646,cerevisiae
k141_13734,0,1079,53.6179,77,paradoxus
k141_7433,2,5153,66.2622,1030,paradoxus
k141_423,0,1048,58.6403,111,paradoxus
k141_10135,2,2060,129.039,511,castellii
k141_10136,1,1404,11.2512,27,kudriavzevii
k141_10892,134,223208,87.9132,54370,stipitis
k141_10140,0,1419,688.021,1099,paradoxus
k141_8390,17,21848,293.424,16472,cerevisiae
k141_8393,3,2672,216.577,2320,cerevisiae
k141_9281,21,58060,284.048,39101,cerevisiae
k141_11900,24,43067,308.686,44430,cerevisiae
k141_5739,23,34163,105.135,11636,kluyveri
k141_4980,18,21816,69.474,3184,wickerhamii
k141_2987,16,21509,288.878,13357,cerevisiae
k141_4981,0,1225,811.479,5123,cerevisiae
k141_9283,4,2772,69.558,442,paradoxus
k141_9286,1,1210,253.198,223,wickerhamii
k141_2990,0,2648,79.8851,533,uvarum
k141_425,19,19134,282.408,17444,cerevisiae
k141_5741,2,8498,132.836,3895,kluyveri
k141_4983,2,7750,86.2055,1465,mikatae
k141_12735,37,68227,99.4193,16679,castellii
k141_11901,2,2994,281.59,960,cerevisiae
k141_11907,11,10467,466.623,9668,cerevisiae
k141_6510,49,93708,83.1881,22190,mikatae
k141_1303,41,65091,76.0617,9407,uvarum
k141_5746,0,1665,24.0535,39,kudriavzevii
k141_4984,3,5928,95.2752,1213,castellii
k141_4985,4,5270,56.6398,701,paradoxus
k141_8394,14,24605,103.274,12954,kluyveri
k141_2997,2,20926,597.823,25917,uvarum
k141_4988,1,6460,59.2816,891,paradoxus
k141_10144,21,37391,105.731,16450,kluyveri
k141_5747,16,17503,92.203,5195,kluyveri
k141_5749,0,1007,10.063,7,kudriavzevii
k141_9293,15,26216,267.306,17397,cerevisiae
k141_10902,17,27892,230.502,16270,cerevisiae
k141_5750,1,4669,241.263,1318,mikatae
k141_10904,1,1135,13.4162,14,kudriavzevii
k141_12738,13,32278,247.822,18679,cerevisiae
k141_5751,1,1780,271.179,1278,cerevisiae
k141_12739,1,1842,8.69681,23,kudriavzevii
k141_427,12,23998,254.683,14374,cerevisiae
k141_430,2,2071,41.4878,338,paradoxus
k141_6511,5,8200,53.9996,2167,paradoxus
k141_435,0,3900,63.4355,350,paradoxus
k141_6513,4,7415,312.839,6042,cerevisiae
k141_437,5,6844,52.7507,1445,paradoxus
k141_6514,34,8046,100.119,26188,uvarum
k141_10907,6,7253,135.301,2577,kluyveri
k141_10912,0,1011,13.6016,10,kudriavzevii
k141_3002,5,15809,87.7502,2153,stipitis
k141_10916,0,1411,14.199,10,kudriavzevii
k141_9297,9,21897,51.289,3536,paradoxus
k141_6515,1,5991,205.674,3285,cerevisiae
k141_5760,31,55857,222.024,29100,cerevisiae
k141_7441,42,65248,49.101,1466,gossypii
k141_6522,3,2626,17.3522,58,kudriavzevii
k141_11910,24,53536,88.7022,13400,castellii
k141_12740,26,43431,91.6089,11027,stipitis
k141_3004,9,14183,79.5192,2711,mikatae
k141_2072,156,197464,85.4739,61562,waltii
k141_447,21,32302,108.463,11031,kluyveri
k141_7442,1,2582,11.7685,34,kudriavzevii
k141_9298,7,12111,62.5443,1552,paradoxus
k141_7444,1,1015,11.7214,19,kudriavzevii
k141_7445,5,6911,112.475,2584,kluyveri
k141_9300,8,15209,56.2758,2574,paradoxus
k141_9301,0,1652,444.89,3178,mikatae
k141_4993,40,56751,73.0039,10478,wickerhamii
k141_10918,11,36732,77.3243,4605,uvarum
k141_1306,17,31761,55.7184,5267,paradoxus
k141_9303,2,8275,56.1774,2340,paradoxus
k141_2074,0,1345,10.9623,9,kudriavzevii
k141_11916,4,8999,93.0502,1884,mikatae
k141_11917,1,3878,468.952,2924,cerevisiae
k141_7446,5,2812,73.5308,694,uvarum
k141_11918,2,2118,192.203,609,waltii
k141_456,5,5570,117.377,1457,castellii
k141_2076,8,10521,54.9476,1942,paradoxus
k141_11920,2,2160,740.263,1132,waltii
k141_6524,31,34375,100.525,18577,kluyveri
k141_6526,0,1151,12.6503,17,kudriavzevii
k141_11923,2,3254,109.657,1650,kluyveri
k141_2078,3,5175,65.6903,774,paradoxus
k141_6527,0,2187,102.861,1141,kluyveri
k141_3007,15,22172,61.3509,4864,paradoxus
k141_4995,5,7042,92.0223,1229,wickerhamii
k141_9304,0,1080,13.071,15,kudriavzevii
k141_13736,66,128131,77.2375,30943,lactis
k141_5761,68,86773,75.6403,23180,wickerhamii
k141_13737,0,1657,464.561,1887,kluyveri
k141_5768,0,1250,12.85,22,kudriavzevii
k141_9310,1,1099,12.9505,15,kudriavzevii
k141_9311,3,7752,56.5943,980,paradoxus
k141_8396,52,91052,100.198,31476,kluyveri
k141_3931,199,309155,87.5537,73758,stipitis
k141_2081,2,10957,87.4197,1810,mikatae
k141_6530,10,17204,122.093,5419,kluyveri
k141_4996,6,13570,57.9845,2914,paradoxus
k141_2083,4,7638,248.47,2093,cerevisiae
k141_5780,16,24787,283.347,28007,cerevisiae
k141_2085,1,1225,10.8781,22,kudriavzevii
k141_5782,3,8525,91.5818,1787,castellii
k141_6535,2,12318,90.0404,1875,mikatae
k141_11927,15,32541,95.9725,7716,castellii
k141_5784,4,4533,114.691,2826,kluyveri
k141_10920,16,34239,79.8739,7772,mikatae
k141_5787,1,2058,251.839,1308,cerevisiae
k141_8400,9,13386,61.3335,2325,paradoxus
k141_3934,14,18268,284.481,15085,cerevisiae
k141_8401,4,11426,63.377,1371,paradoxus
k141_7448,18,36931,92.674,7849,castellii
k141_3936,0,3014,87.8659,642,kluyveri
k141_3938,2,3319,711.383,4177,cerevisiae
k141_11928,5,4144,65.6094,2780,lactis
k141_3022,12,17495,56.0078,3566,paradoxus
k141_11929,3,3690,50.8257,638,paradoxus
k141_13738,52,76033,88.0343,17705,stipitis
k141_13740,0,1022,73.5608,89,paradoxus
k141_462,32,53396,82.5765,7569,uvarum
k141_6539,7,14988,61.8253,3451,paradoxus
k141_6541,0,1482,143.961,80,Unmapped
k141_6543,1,2127,105.916,707,kluyveri
k141_463,3,11813,283.796,10074,cerevisiae
k141_7449,3,2278,166.65,339,wickerhamii
k141_6549,1,2607,49.1201,411,paradoxus
